@relation 'CBCK-weka.filters.unsupervised.attribute.Remove-R1-8-weka.filters.unsupervised.attribute.Remove-R3-4,7-13'

@attribute CBO numeric
@attribute WNC numeric
@attribute RFC numeric
@attribute LCOM numeric
@attribute LOC numeric
@attribute CLASS {GA,RANDOM}

@data
3,9,4,17,59,GA
13,26,1,253,260,GA
4,26,41,145,207,RANDOM
0,8,12,6,91,GA
9,18,1,105,188,GA
6,1,0,0,34,RANDOM
1,4,0,6,25,RANDOM
5,10,1,21,116,GA
8,23,48,0,236,GA
5,6,7,1,59,GA
1,2,1,1,40,GA
9,18,1,105,188,GA
7,14,1,55,152,GA
12,24,1,210,242,GA
5,49,18,37,286,GA
1,7,8,0,55,GA
5,3,6,0,54,GA
1,2,1,1,40,GA
0,2,0,1,16,RANDOM
4,9,7,34,67,GA
1,27,11,194,179,GA
1,2,1,1,40,GA
13,26,1,253,260,GA
3,11,7,4,95,GA
5,21,18,21,174,RANDOM
5,7,18,1,92,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
1,5,6,0,54,GA
1,2,1,1,40,GA
1,30,20,170,184,GA
3,5,8,10,26,GA
1,2,1,1,40,GA
2,3,1,1,65,RANDOM
3,25,45,241,194,GA
1,2,1,1,40,GA
2,5,11,0,19,GA
1,2,1,1,40,GA
6,11,11,0,67,RANDOM
1,0,0,0,20,RANDOM
13,26,1,253,260,GA
21,104,83,0,600,GA
3,3,3,1,50,GA
6,12,23,10,111,GA
8,16,1,78,170,GA
0,13,2,15,117,GA
7,3,9,0,44,GA
15,83,0,1963,1494,GA
2,4,16,0,30,GA
11,68,45,0,468,GA
9,31,70,75,421,GA
0,2,0,0,58,GA
2,10,5,13,61,RANDOM
9,18,1,105,188,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
5,8,9,3,34,GA
1,2,1,1,40,GA
15,30,1,351,296,GA
1,2,1,1,40,GA
4,6,5,0,64,GA
4,11,8,16,89,GA
1,2,1,1,40,GA
8,9,16,1,54,GA
1,2,1,1,40,GA
0,2,0,0,43,GA
2,26,27,13,129,GA
8,16,1,78,170,GA
1,1,0,0,9,RANDOM
14,16,21,2,151,GA
1,2,1,1,40,GA
5,32,23,120,156,GA
2,16,22,0,137,GA
4,8,1,10,98,GA
4,23,19,29,150,GA
3,3,3,1,60,GA
5,12,15,4,79,GA
30,130,65,689,1002,GA
1,2,1,1,40,GA
7,14,1,55,152,GA
8,52,23,382,497,GA
1,0,0,0,18,RANDOM
19,38,1,595,368,GA
1,2,1,1,40,GA
7,14,1,55,152,GA
0,11,0,9,105,GA
11,22,1,171,224,GA
8,40,27,0,209,GA
4,12,5,2,90,GA
4,7,25,6,67,GA
3,3,3,1,55,GA
1,5,0,10,28,RANDOM
12,84,109,91,493,GA
1,5,2,0,55,GA
7,56,23,500,552,GA
11,22,1,171,224,GA
1,2,1,1,40,GA
5,1,2,0,33,GA
2,22,16,6,247,GA
7,14,1,55,152,GA
8,16,1,78,170,GA
0,10,9,6,114,GA
1,3,2,3,26,GA
2,11,4,49,41,GA
18,17,25,10,191,GA
0,2,1,0,45,RANDOM
9,18,1,105,188,GA
7,18,21,0,113,GA
3,23,4,203,258,GA
1,2,3,0,30,RANDOM
5,3,5,0,56,GA
3,6,1,3,80,GA
0,18,4,19,128,GA
0,8,24,1,82,GA
2,2,0,1,16,RANDOM
53,368,51,0,3554,RANDOM
15,30,1,351,296,GA
0,3,0,1,61,GA
1,3,3,0,127,GA
0,1,0,0,78,GA
0,4,0,6,58,RANDOM
3,6,0,13,47,GA
2,2,4,0,26,GA
1,2,1,1,40,GA
9,13,10,50,98,GA
2,3,1,1,65,GA
5,17,7,0,99,GA
2,11,16,0,68,GA
2,12,5,50,76,GA
0,3,1,3,53,RANDOM
2,2,3,1,35,RANDOM
0,2,0,1,9,RANDOM
6,8,11,6,69,RANDOM
16,30,59,72,232,GA
2,8,0,20,136,RANDOM
6,5,7,0,83,RANDOM
4,2,6,0,38,RANDOM
11,22,1,171,224,GA
22,103,122,833,827,RANDOM
2,4,1,0,62,GA
3,6,1,3,80,GA
17,95,57,2140,588,GA
5,6,13,3,104,RANDOM
0,7,0,3,37,RANDOM
9,18,1,105,188,GA
0,1,1,0,28,RANDOM
1,4,0,2,73,GA
2,3,2,0,17,GA
4,30,10,0,106,GA
2,33,37,159,315,GA
0,2,0,0,50,GA
21,42,1,741,404,GA
152,304,1,45150,2762,GA
1,8,6,0,41,GA
3,63,32,150,404,GA
4,13,8,43,69,RANDOM
4,8,1,10,98,GA
0,4,0,1,60,GA
0,2,5,1,32,RANDOM
6,11,12,15,86,GA
13,13,14,0,154,RANDOM
12,82,48,156,467,GA
10,14,3,14,98,GA
1,3,0,3,13,GA
11,29,11,90,162,GA
1,4,2,0,48,GA
0,1,0,0,9,RANDOM
1,2,1,1,40,GA
1,2,1,1,40,GA
2,6,4,0,57,GA
0,4,0,0,60,GA
1,1,0,0,22,GA
6,9,21,7,151,GA
4,8,9,16,87,GA
2,7,0,21,25,RANDOM
1,4,9,3,42,GA
6,12,1,36,134,RANDOM
1,1,1,0,26,GA
2,15,8,8,72,GA
1,72,45,106,583,GA
8,2,9,0,47,GA
1,2,1,1,40,GA
1,18,8,0,165,GA
2,6,2,10,33,GA
6,29,17,72,132,GA
6,12,1,36,134,GA
7,10,8,3,119,GA
15,40,40,345,247,GA
2,11,5,14,154,GA
9,9,16,3,88,GA
2,45,0,990,210,GA
8,39,35,224,244,GA
23,46,1,903,440,GA
3,6,1,3,80,GA
3,14,15,0,96,GA
1,2,1,1,40,RANDOM
5,10,1,21,116,GA
9,23,23,80,179,GA
10,40,27,0,252,RANDOM
11,22,1,171,224,GA
11,22,1,171,224,GA
13,26,1,253,260,GA
0,3,2,1,19,RANDOM
17,34,1,465,332,GA
1,2,1,1,40,GA
7,12,15,43,71,GA
3,15,6,0,86,GA
6,1,2,0,27,RANDOM
2,2,3,1,40,GA
3,3,2,0,56,GA
0,4,0,4,26,GA
2,4,2,0,41,RANDOM
2,1,0,0,10,RANDOM
12,23,23,17,301,RANDOM
2,11,50,15,164,RANDOM
5,9,12,3,80,GA
2,3,1,0,86,GA
3,10,25,28,101,RANDOM
9,14,9,0,89,GA
10,10,22,3,122,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
22,39,106,69,619,GA
1,142,88,939,1111,GA
2,2,1,1,39,GA
8,17,19,34,147,GA
0,5,2,0,48,GA
12,24,1,210,242,GA
14,28,1,300,278,GA
1,6,29,6,189,RANDOM
17,220,198,1891,1685,GA
0,6,9,1,53,GA
13,327,176,1378,1825,GA
4,8,22,0,106,GA
6,3,8,1,41,GA
22,72,40,8,635,GA
5,22,25,0,211,RANDOM
7,14,1,55,152,GA
12,24,1,210,242,GA
1,2,1,1,40,GA
2,4,0,6,25,RANDOM
2,19,12,72,92,GA
7,38,26,703,181,GA
0,8,4,19,123,RANDOM
1,1,0,0,29,RANDOM
1,17,6,15,88,GA
1,2,1,1,40,GA
4,4,10,0,81,GA
1,8,9,0,119,GA
1,2,1,1,40,GA
6,16,20,3,90,GA
1,2,0,0,17,GA
0,15,5,34,61,GA
3,2,2,1,20,RANDOM
1,2,1,1,40,GA
1,2,1,1,40,GA
0,22,0,209,94,GA
9,10,13,9,109,RANDOM
1,2,1,1,40,GA
0,1,0,0,16,RANDOM
1,2,1,1,40,GA
2,2,1,1,12,GA
0,2,1,1,15,GA
2,2,2,0,18,RANDOM
1,2,1,1,40,GA
1,2,1,1,40,GA
2,1,0,0,17,RANDOM
0,11,1,9,75,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
24,25,26,0,169,GA
9,18,1,105,188,GA
6,20,20,0,140,GA
8,25,15,70,226,GA
1,54,18,517,522,RANDOM
8,15,34,0,187,RANDOM
1,2,1,1,40,GA
6,144,55,511,685,RANDOM
13,26,1,253,260,GA
10,28,17,32,193,GA
4,8,3,0,57,RANDOM
0,2,3,1,39,GA
5,3,7,1,45,GA
1,14,1,0,76,RANDOM
4,57,53,178,326,GA
3,14,3,0,85,GA
1,2,1,1,40,GA
2,5,6,0,33,GA
1,1,0,0,9,RANDOM
2,33,4,0,279,GA
4,8,1,10,98,GA
4,16,6,39,143,GA
10,20,1,136,206,GA
16,12,22,1,83,RANDOM
7,14,1,79,72,GA
9,11,21,0,97,GA
3,19,28,25,193,GA
7,18,9,19,108,GA
0,7,1,6,52,RANDOM
12,24,1,210,242,GA
7,26,18,13,158,GA
0,8,7,0,44,GA
1,16,29,33,118,RANDOM
5,10,8,28,98,GA
0,1,0,0,30,RANDOM
0,114,27,4183,483,RANDOM
1,2,1,1,40,GA
11,47,0,834,772,GA
3,2,11,0,50,GA
2,2,3,0,45,GA
7,13,6,39,84,GA
10,20,1,136,206,GA
6,12,1,36,134,GA
4,8,1,10,98,GA
0,20,8,28,126,GA
4,11,7,3,84,GA
7,5,4,1,72,GA
10,20,1,136,206,GA
1,2,1,1,40,GA
11,17,6,11,84,GA
1,14,28,0,179,GA
7,8,14,1,70,GA
2,35,14,168,129,GA
0,8,6,3,123,RANDOM
13,134,109,908,978,GA
2,5,3,0,35,GA
2,37,23,10,219,GA
6,18,34,4,183,GA
6,3,4,3,40,GA
1,2,0,1,25,RANDOM
76,120,117,377,1087,GA
18,352,77,114,1924,GA
11,22,1,171,224,GA
1,2,1,1,40,GA
6,3,9,1,33,RANDOM
1,2,1,1,40,GA
8,16,1,78,170,GA
8,17,2,120,87,GA
2,12,9,4,88,GA
0,2,0,1,15,RANDOM
2,7,0,15,98,GA
7,14,1,55,152,GA
6,12,1,36,134,GA
4,5,5,0,51,GA
4,13,21,0,159,GA
1,2,1,1,40,GA
1,33,17,10,102,GA
6,3,5,1,67,GA
1,2,1,1,40,GA
16,26,42,110,257,RANDOM
1,3,2,3,37,RANDOM
11,22,1,171,224,GA
7,24,16,9,174,GA
2,4,2,4,44,GA
4,7,13,10,77,GA
1,2,1,1,40,GA
6,12,1,36,134,GA
1,2,1,1,40,GA
10,119,42,66,837,RANDOM
7,14,1,55,152,GA
2,9,2,36,68,GA
6,24,13,77,118,GA
9,32,82,15,270,RANDOM
0,3,0,3,45,RANDOM
3,12,2,0,82,RANDOM
1,2,0,1,14,GA
18,36,1,528,350,GA
1,2,1,1,40,GA
5,26,19,9,179,GA
22,294,139,2244,1544,RANDOM
3,6,13,1,110,GA
8,50,27,565,538,GA
1,2,1,1,40,GA
14,28,1,300,278,GA
39,90,95,71,574,GA
9,36,24,11,184,RANDOM
2,8,7,0,109,GA
4,2,0,1,48,RANDOM
6,12,1,36,134,GA
13,26,1,253,260,GA
2,24,5,208,125,GA
3,7,7,0,62,GA
4,32,20,18,131,GA
8,11,16,3,103,GA
3,6,1,3,80,GA
2,3,10,3,86,GA
1,2,1,1,40,GA
1,2,0,0,59,RANDOM
10,20,1,136,206,GA
5,28,15,70,205,RANDOM
3,21,19,50,168,GA
16,28,24,0,157,RANDOM
6,13,22,18,145,GA
1,9,7,28,612,GA
13,26,1,253,260,GA
8,21,15,19,149,GA
1,45,0,990,216,RANDOM
27,30,30,211,242,RANDOM
1,2,1,1,40,GA
6,12,1,36,134,GA
1,2,1,1,40,GA
6,34,24,70,194,GA
1,9,3,16,52,GA
1,1,0,0,26,RANDOM
0,4,0,2,37,GA
3,18,9,11,77,GA
0,2,0,1,33,RANDOM
1,2,1,1,40,GA
5,8,19,3,92,GA
7,14,1,55,152,GA
1,2,1,1,40,GA
6,12,1,36,134,GA
3,9,4,26,113,GA
23,46,1,903,440,GA
12,41,44,79,289,RANDOM
7,8,9,0,85,GA
1,3,0,0,47,GA
7,7,8,10,73,GA
8,33,17,110,300,GA
2,23,23,118,228,GA
3,7,7,0,88,GA
2,3,4,0,41,GA
9,18,1,105,188,GA
8,25,15,19,164,GA
0,7,0,3,40,GA
11,22,1,171,224,GA
2,20,5,0,112,RANDOM
2,5,4,0,57,GA
2,25,28,3,245,GA
1,2,1,1,40,GA
6,14,13,17,138,GA
4,8,1,10,98,GA
1,2,1,1,40,GA
5,11,5,3,86,GA
0,6,0,9,31,GA
0,3,3,1,12,RANDOM
3,8,7,8,95,GA
7,43,12,211,368,GA
6,12,1,36,134,GA
1,2,1,1,40,GA
8,16,1,78,170,GA
3,12,12,6,83,GA
9,28,33,24,235,GA
6,12,1,36,134,GA
1,2,1,1,40,GA
0,2,4,0,40,GA
2,8,4,8,67,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
7,15,0,69,80,RANDOM
0,0,0,0,22,RANDOM
3,4,0,6,41,GA
1,2,1,1,40,GA
0,7,8,1,37,RANDOM
12,24,1,210,242,GA
8,30,23,0,218,GA
7,60,27,634,606,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
18,49,57,93,288,GA
1,5,7,8,47,GA
4,13,9,0,91,GA
1,21,14,3,80,GA
1,40,53,143,418,RANDOM
1,2,1,1,40,GA
11,22,1,171,224,GA
2,8,7,0,49,GA
7,21,5,0,130,GA
1,2,1,1,40,GA
3,2,1,0,83,GA
7,14,1,55,152,GA
5,3,1,1,82,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
1,1,0,0,11,RANDOM
7,14,1,55,152,GA
5,12,14,0,85,GA
5,18,25,6,97,GA
1,2,1,1,40,GA
2,9,2,10,71,GA
7,14,1,55,152,GA
1,2,1,1,40,GA
0,19,11,15,120,GA
1,2,1,1,40,GA
7,13,6,39,88,GA
1,6,1,2,76,RANDOM
4,8,1,10,98,GA
5,10,1,21,116,GA
0,2,0,1,40,RANDOM
1,16,6,8,123,GA
13,26,1,253,260,GA
1,2,1,1,40,GA
11,16,26,9,181,GA
5,9,2,30,71,GA
8,16,1,78,170,GA
1,2,1,1,40,GA
6,26,24,10,98,RANDOM
0,2,9,0,35,GA
28,272,173,6555,1158,RANDOM
12,31,23,13,147,RANDOM
23,148,86,2050,822,RANDOM
1,27,26,10,167,GA
7,29,27,15,259,GA
7,6,7,4,59,RANDOM
1,2,1,1,40,GA
3,2,1,0,18,GA
1,22,22,45,187,GA
7,22,11,32,178,GA
0,2,0,1,32,RANDOM
1,5,11,3,70,GA
1,2,1,1,40,GA
2,2,4,1,14,RANDOM
1,10,7,0,63,GA
0,5,4,6,63,GA
9,26,47,45,196,GA
2,10,5,6,48,RANDOM
0,12,4,4,113,GA
2,16,6,3,77,GA
4,5,4,0,58,GA
6,70,8,2196,366,GA
1,2,1,1,40,GA
3,6,10,10,67,GA
0,3,4,3,25,RANDOM
5,10,21,0,77,GA
3,6,1,3,80,GA
1,2,1,1,40,GA
7,14,1,55,152,GA
0,71,31,959,383,GA
5,91,46,297,334,GA
3,6,1,3,80,GA
2,23,16,53,159,GA
8,16,1,78,170,GA
21,55,90,225,365,RANDOM
2,11,10,0,49,GA
7,17,21,3,76,GA
1,2,1,1,40,GA
7,29,32,93,156,GA
7,14,1,55,152,GA
17,34,1,465,332,GA
1,13,10,0,90,GA
3,43,39,72,223,GA
13,26,1,253,260,GA
1,2,1,1,40,GA
0,0,0,0,4,RANDOM
11,22,1,171,224,GA
1,2,1,1,40,GA
22,17,8,104,141,GA
2,2,7,1,45,GA
1,19,16,1,130,GA
11,22,1,171,224,GA
22,44,1,820,422,GA
7,5,4,4,41,GA
11,19,7,0,133,GA
0,2,0,0,60,RANDOM
1,2,1,1,40,GA
14,54,38,249,375,GA
4,4,7,1,78,RANDOM
2,24,24,22,189,GA
12,24,1,210,242,GA
1,10,2,8,35,GA
10,17,38,5,139,RANDOM
7,56,36,0,348,RANDOM
8,30,16,0,183,RANDOM
5,17,15,45,120,GA
3,5,18,0,90,GA
96,480,248,12368,3172,RANDOM
4,8,1,10,98,GA
1,2,1,1,40,GA
0,14,3,91,120,RANDOM
7,14,1,55,152,GA
1,2,1,1,40,GA
4,14,39,28,172,GA
4,40,41,4,178,RANDOM
62,124,1,7260,1142,GA
0,2,5,0,31,GA
4,4,12,1,62,GA
2,13,9,13,62,GA
2,3,1,1,23,GA
10,12,7,22,141,GA
1,2,2,0,18,GA
4,8,1,10,98,GA
1,17,25,53,112,GA
6,12,1,36,134,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
2,1,3,0,12,GA
1,11,6,2,95,GA
1,1,0,0,50,RANDOM
4,8,12,0,99,GA
1,2,1,1,40,GA
5,11,7,36,98,GA
3,7,16,0,78,GA
15,62,103,190,682,RANDOM
2,12,10,32,149,GA
10,20,1,136,206,GA
3,4,1,2,22,GA
1,25,4,0,234,GA
0,4,2,0,128,GA
5,10,1,21,116,GA
1,1,0,0,21,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
2,2,1,1,14,GA
0,18,6,0,163,RANDOM
4,8,1,10,98,GA
4,6,11,1,48,RANDOM
8,45,35,218,369,GA
17,59,52,93,480,GA
6,12,1,36,134,GA
4,26,28,57,217,GA
13,18,10,0,258,GA
5,6,6,0,49,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
89,56,48,251,495,GA
4,11,15,0,93,RANDOM
1,1,5,0,27,GA
9,18,1,105,188,GA
4,8,1,10,98,GA
14,18,12,45,94,GA
1,2,1,1,40,GA
6,12,1,36,134,GA
14,25,44,3,167,GA
3,33,21,194,146,RANDOM
2,3,1,1,64,RANDOM
6,28,13,145,126,GA
1,2,1,1,40,GA
14,13,18,0,91,GA
5,443,62,127,2065,GA
1,2,1,1,40,GA
12,24,1,210,242,GA
4,9,9,1,66,GA
1,2,1,1,62,RANDOM
7,19,10,19,146,GA
8,16,1,78,170,GA
1,13,6,0,96,GA
3,10,4,5,60,GA
1,4,2,3,58,RANDOM
1,2,1,1,40,RANDOM
1,2,1,1,40,GA
1,2,1,1,40,GA
0,1,1,0,25,RANDOM
11,15,25,0,111,GA
1,2,1,1,40,GA
3,31,17,19,174,GA
0,2,0,1,25,RANDOM
2,12,4,8,99,GA
1,1,0,0,49,RANDOM
2,12,3,0,66,GA
9,18,1,105,188,GA
6,12,1,36,134,GA
11,84,68,683,583,GA
6,12,1,36,134,GA
6,12,1,36,134,GA
4,7,5,7,64,RANDOM
7,15,47,15,223,RANDOM
6,14,45,30,191,GA
1,2,1,1,40,GA
5,10,1,21,116,GA
11,23,14,8,212,GA
0,8,9,7,92,RANDOM
2,6,7,0,53,GA
9,18,1,105,188,GA
7,14,1,55,152,GA
4,8,1,10,98,GA
3,3,5,1,18,GA
9,47,69,140,343,GA
4,6,3,1,26,GA
9,18,1,105,188,GA
3,4,6,0,26,GA
6,12,1,36,134,GA
30,60,1,1596,566,GA
1,13,9,4,82,GA
14,22,22,20,191,GA
2,17,16,14,129,GA
7,33,21,127,243,RANDOM
35,351,145,20510,1979,RANDOM
4,4,13,0,66,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
6,38,18,22,187,GA
8,37,51,35,326,GA
3,2,0,1,10,RANDOM
6,2,1,1,32,RANDOM
7,14,1,55,152,GA
1,2,1,1,40,GA
1,7,4,4,52,GA
20,40,1,666,386,GA
1,10,9,6,139,GA
2,9,4,0,44,GA
16,47,42,186,205,RANDOM
3,2,1,0,22,GA
2,2,1,1,14,GA
6,13,41,0,172,GA
7,71,55,210,339,GA
1,2,4,1,43,RANDOM
9,23,22,95,161,GA
2,1,0,0,66,RANDOM
9,18,18,3,74,GA
4,14,13,31,59,GA
1,2,1,1,40,GA
25,50,1,1081,476,GA
6,31,34,21,155,GA
1,19,0,171,202,GA
2,4,1,0,62,GA
18,39,67,49,318,RANDOM
3,6,1,3,80,GA
1,2,1,1,40,GA
5,12,13,0,69,GA
1,7,1,0,44,GA
1,2,1,1,40,GA
0,2,8,1,16,GA
1,3,0,0,19,GA
3,6,0,13,47,RANDOM
4,9,5,4,61,GA
0,2,0,0,48,GA
1,5,7,3,29,GA
0,4,1,0,22,RANDOM
9,37,27,12,175,GA
0,0,0,0,10,RANDOM
2,24,36,54,253,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
4,11,15,5,135,GA
3,26,24,10,129,GA
3,1,0,0,23,GA
1,2,1,1,40,GA
3,6,1,3,80,GA
1,2,1,1,40,GA
7,6,13,1,46,GA
4,17,25,49,146,RANDOM
0,17,17,15,110,GA
3,2,7,0,31,GA
7,6,0,4,28,GA
6,17,18,3,126,GA
1,13,37,8,139,GA
3,4,2,0,80,GA
10,20,1,136,206,GA
11,9,21,3,99,GA
9,18,1,105,188,GA
13,26,1,253,260,GA
12,24,1,210,242,GA
5,15,15,0,76,GA
3,38,36,100,250,RANDOM
1,2,1,1,40,GA
2,3,2,0,27,GA
4,6,4,15,77,GA
3,24,5,147,153,GA
4,36,27,1,264,GA
0,4,3,0,67,GA
3,176,7,14534,1102,GA
8,19,12,19,145,GA
8,16,1,78,170,GA
11,22,1,171,224,GA
1,2,1,1,40,GA
0,2,2,1,40,GA
3,6,1,3,80,GA
1,2,1,1,40,GA
0,17,7,45,124,GA
12,23,19,149,225,RANDOM
8,16,1,78,170,GA
1,0,0,0,28,RANDOM
10,8,17,0,73,RANDOM
1,2,0,0,12,GA
6,303,22,25,1373,GA
9,18,1,105,188,GA
3,93,86,328,420,RANDOM
1,6,3,0,34,RANDOM
13,26,1,253,260,GA
1,2,1,1,40,GA
2,7,4,9,59,GA
8,16,1,78,170,GA
9,18,1,105,188,GA
4,12,15,0,68,GA
0,15,2,103,107,GA
2,2,1,0,15,RANDOM
9,21,9,90,112,GA
0,5,6,1,57,GA
13,26,1,253,260,GA
1,2,1,1,40,GA
9,18,1,105,188,GA
12,24,1,210,242,GA
3,12,13,0,81,GA
39,43,58,107,208,GA
0,1,0,0,10,RANDOM
2,4,1,0,62,GA
6,6,12,3,66,GA
1,2,1,1,40,GA
9,18,1,105,188,RANDOM
7,14,1,55,152,GA
5,22,25,4,167,GA
24,20,37,100,178,RANDOM
5,10,1,21,116,GA
4,8,1,10,98,GA
6,12,1,36,134,GA
0,5,5,1,44,GA
9,18,1,105,188,GA
12,24,1,210,242,GA
1,2,1,1,40,GA
7,21,32,0,135,RANDOM
0,8,1,5,110,GA
16,487,56,44,2475,GA
8,16,1,78,170,GA
14,28,1,300,278,GA
3,21,11,0,179,GA
1,2,1,1,40,GA
4,8,1,10,98,GA
1,4,2,6,59,GA
23,82,47,2844,346,GA
4,18,27,30,180,GA
1,2,1,1,40,GA
5,10,1,21,116,GA
12,58,44,1378,271,RANDOM
2,19,0,149,97,GA
1,2,1,1,40,GA
1,2,1,1,40,RANDOM
1,2,1,1,40,GA
1,2,1,1,40,GA
5,23,9,0,106,GA
0,5,8,0,35,GA
0,5,7,0,48,GA
5,10,1,21,116,GA
12,24,1,210,242,GA
1,2,1,1,40,GA
1,3,0,1,56,GA
1,2,3,1,11,GA
6,11,19,6,163,RANDOM
1,2,0,1,25,RANDOM
3,3,2,1,55,GA
1,2,1,1,40,GA
13,26,1,253,260,GA
9,70,59,236,333,GA
5,10,12,14,64,GA
11,26,22,0,148,GA
7,14,17,4,94,GA
4,8,1,10,98,GA
10,6,15,0,53,GA
6,12,1,36,134,GA
4,58,33,613,209,GA
1,13,7,7,119,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
8,25,15,76,155,GA
6,19,13,0,127,GA
0,4,0,6,64,RANDOM
2,6,3,0,69,GA
8,16,1,78,170,GA
1,3,1,0,31,GA
9,18,1,105,188,GA
5,10,1,21,116,GA
3,71,35,24,371,GA
3,1,3,0,21,GA
21,39,27,0,414,RANDOM
22,55,57,170,327,RANDOM
10,10,4,0,136,RANDOM
0,3,0,3,33,RANDOM
1,2,0,1,15,GA
2,36,55,195,255,GA
5,9,18,3,70,GA
6,290,22,31,1347,RANDOM
12,24,1,210,242,GA
12,24,1,210,242,GA
5,9,5,16,130,GA
18,18,14,40,120,RANDOM
0,3,0,3,48,RANDOM
2,2,1,1,14,RANDOM
14,28,1,300,278,GA
7,22,37,15,151,GA
5,10,1,21,116,GA
0,9,7,13,150,GA
1,12,3,6,58,GA
2,9,13,8,71,RANDOM
2,7,0,21,36,GA
1,6,2,2,34,GA
1,2,1,1,40,GA
3,6,1,3,80,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
5,10,1,21,116,GA
11,8,22,2,122,GA
7,30,33,37,160,GA
1,1,1,0,22,RANDOM
4,18,13,31,143,GA
4,18,15,25,193,GA
2,5,3,0,33,GA
1,2,7,1,24,GA
7,14,1,55,152,GA
3,11,74,51,273,GA
15,30,50,2,179,GA
1,2,1,1,40,GA
1,2,0,1,34,RANDOM
6,7,3,0,56,GA
3,7,15,13,84,GA
1,1,0,0,9,RANDOM
3,2,3,1,71,GA
21,26,14,184,120,GA
1,5,9,0,52,GA
9,18,1,105,188,GA
1,1,0,0,9,RANDOM
7,26,20,86,107,GA
12,21,60,6,155,GA
11,22,24,96,163,RANDOM
2,2,2,1,12,GA
4,1,3,0,33,RANDOM
11,22,1,171,224,GA
1,2,1,1,40,GA
13,26,1,253,260,GA
11,22,1,171,224,GA
1,3,2,0,17,RANDOM
1,4,1,6,41,GA
3,5,6,6,41,GA
0,5,0,0,49,GA
1,8,14,0,64,RANDOM
1,17,13,0,104,GA
1,2,1,1,46,GA
3,3,7,1,49,GA
12,8,20,2,127,GA
7,13,6,39,78,GA
36,72,1,2346,674,GA
6,11,13,6,160,GA
1,2,1,1,40,GA
13,26,1,253,260,GA
11,36,32,225,373,GA
1,2,1,1,40,GA
12,24,1,210,242,GA
2,6,6,1,51,RANDOM
18,91,64,178,536,GA
5,22,21,0,94,GA
3,6,1,3,80,GA
10,8,10,3,103,GA
1,59,32,70,651,GA
1,7,0,1,69,GA
11,22,1,171,224,GA
4,3,2,1,26,GA
7,29,36,36,399,GA
4,8,1,10,98,GA
3,2,2,0,18,GA
1,3,0,3,17,GA
3,11,10,34,103,GA
5,10,1,21,116,GA
1,2,1,1,40,GA
1,6,16,1,94,GA
6,29,21,66,179,GA
12,60,79,0,521,GA
17,34,1,465,332,GA
0,6,0,13,56,GA
2,2,0,1,40,RANDOM
5,49,23,0,212,GA
3,6,1,3,80,GA
3,3,1,0,39,GA
9,18,1,105,188,GA
0,77,20,2087,294,GA
6,2,2,0,31,GA
2,10,38,0,129,RANDOM
1,9,0,1,61,GA
9,44,30,903,197,GA
0,3,4,1,31,GA
21,42,1,741,404,GA
1,13,7,4,66,GA
2,6,4,0,48,GA
14,97,121,2409,720,RANDOM
3,32,17,28,119,GA
10,20,1,136,206,GA
2,2,1,1,15,GA
5,4,0,6,50,GA
3,6,2,15,110,GA
2,1,2,0,20,GA
1,2,1,1,40,GA
3,5,8,0,54,GA
1,2,1,1,40,GA
9,18,1,105,188,GA
1,2,1,1,40,GA
1,4,2,1,64,GA
4,3,0,1,49,GA
1,2,1,1,40,GA
1,1,4,0,24,GA
1,2,4,1,48,GA
8,57,59,555,319,GA
9,18,1,105,188,GA
1,1,0,0,27,RANDOM
3,30,40,0,213,GA
1,2,1,1,40,GA
1,3,0,3,22,RANDOM
1,2,1,1,40,RANDOM
1,2,1,1,40,GA
1,10,2,30,119,GA
5,3,4,0,55,GA
1,2,1,1,40,GA
2,3,0,3,42,RANDOM
6,12,1,36,134,GA
5,55,42,43,324,GA
5,10,1,21,116,GA
9,36,66,78,269,RANDOM
1,2,1,1,40,GA
6,22,34,17,146,GA
0,5,1,2,52,GA
1,7,9,1,57,GA
16,32,1,406,314,GA
5,13,26,16,166,RANDOM
1,2,1,1,40,GA
4,21,5,0,147,GA
1,2,1,1,40,GA
9,18,1,105,188,GA
3,12,11,9,97,RANDOM
1,2,1,1,40,GA
1,9,10,4,139,GA
7,39,18,235,382,GA
8,197,76,3229,1370,RANDOM
1,8,12,21,65,GA
7,14,1,55,152,GA
12,24,1,210,242,GA
15,45,38,25,163,GA
2,93,47,526,586,GA
